reviewID,restaurant,stars,text
R0239,Le Petit Paris,5,An intellectually stimulating meal — the sommelier explained the history of each wine with fascinating knowledge and genuine passion.
R0240,The Corner Bistro,1,Nothing about this experience was educational or fascinating. The staff were not caring and the food was not delightful or visually appealing.
R0241,Sakura Japanese,5,"An extraordinary evening — breathtaking aesthetic, deeply educational, wonderfully social, and a truly engaging performance by the chef."
R0242,Bella Italia,5,A true sense of togetherness and community. The whole team was so attentive and we bonded with other diners over shared plates.
R0243,The Corner Bistro,4,Gorgeous floral arrangements on every table. The aroma of slow-cooked stew filled the room beautifully.
R0244,Le Petit Paris,4,Exquisite plating and a very beautiful candlelit ambiance. The texture of the duck confit was melt-in-your-mouth perfect.
R0245,The Grill House,5,The pit master explained the science behind slow smoking with fascinating technical detail. We learned so much and left completely educated.
R0246,The Corner Bistro,4,The bread baking activity was wonderful but the dining room was not very warm. The food was beautiful however the wine list was limited.
R0247,The Grill House,4,The hands-on BBQ activity was a real highlight. We were fully engaged from start to finish in a wonderfully interactive cooking experience.
R0248,The Corner Bistro,3,The service was somewhat warm and the food was reasonably amazing. The social atmosphere was mildly engaging but nothing spectacular.
R0249,Sakura Japanese,5,I was completely amazed by the precision and artistry of every dish. A truly enchanting and joyful experience.
R0250,The Grill House,5,"An incredibly interactive experience — we chose our own cuts, watched them being grilled, and felt like participants not just diners."
R0251,Le Petit Paris,2,The aesthetic was somewhat nice but the staff were not warm or attentive. The food was not amazing and the experience was not enchanting at all.
R0252,The Spice Garden,2,The decor felt outdated and the plating was not very appealing. Expected more from a restaurant at this price point.
R0253,The Spice Garden,5,"The exotic aromas, joyful atmosphere, caring staff, fascinating knowledge of spices, and interactive grinding activity made this truly memorable."
R0254,Sakura Japanese,4,Beautiful plating with edible flowers and very delicate visual arrangements. The ambiance felt authentically Japanese.
R0255,Sakura Japanese,1,The food was not fascinating and the staff were not warm or caring. I was not amazed or delighted by anything here.
R0256,The Corner Bistro,5,A wonderfully social experience from start to finish. The bread-making activity was hands-on and incredibly engaging. The staff were warm and the community feel of the shared tables was deeply joyful. The food was beautiful and the chef was fascinatingly knowledgeable about each ingredient.
R0257,The Spice Garden,5,This was an emotional experience — the food reminded me of my childhood. Wonderfully joyful and deeply moving.
R0258,Cafe Mango,5,"Vibrant tropical aesthetic, joyful and enchanting atmosphere, incredibly warm staff who helped us celebrate, fascinating exotic fruit discoveries, and hands-on cooking."
R0259,Le Petit Paris,4,The decor was enchanting but the menu was not very educational. The staff were warm however the food took a very long time to arrive.
R0260,The Grill House,2,The food was not amazing and the service was not particularly caring. A disappointing evening overall.
R0261,The Grill House,5,"Breathtaking smoky aroma, deeply engaging pit-master demonstration, wonderfully caring team, educational smoking techniques, and an amazingly joyful evening."
R0262,Bella Italia,5,The aroma of freshly baked bread hit us the moment we walked in. Absolutely stunning presentation on every plate.
R0263,Le Petit Paris,4,A strong sense of community and belonging. The staff were so warm and the togetherness of the experience was deeply touching.
R0264,Sakura Japanese,5,The minimalist aesthetic of the restaurant was stunning. Every dish was a visual work of art with extraordinary attention to detail.
R0265,Sakura Japanese,3,The performance by the chef was mesmerising but the seating was not very comfortable. The food was beautiful however the noise level was high.
R0266,Bella Italia,5,The chef visited our table and explained the history of each regional dish with extraordinary knowledge. A truly educational and fascinating evening.
R0267,Cafe Mango,5,Bright tropical aesthetic with vibrant colours everywhere. The aroma of fresh mango and coconut was absolutely wonderful.
R0268,Ocean Blue,4,The chef performed a tableside flame presentation that was completely mesmerising. We were fully engaged and it felt like theatre.
R0269,Sakura Japanese,4,The chef's knowledge of fermentation techniques was fascinating. We learned so much and left feeling genuinely curious to explore more.
R0270,Cafe Mango,4,Beautiful garden seating and very appealing food presentation. The scent of spices from the kitchen was inviting.
R0271,Bella Italia,5,Every dish was a visual masterpiece. The scent of the truffle pasta lingered long after the meal ended.
R0272,The Spice Garden,5,A truly educational experience — we learned about the history of each dish and left with a completely new appreciation for Indian cuisine.
R0273,The Grill House,4,The smoky aroma was incredible the moment we arrived. The pit-master demonstration was wonderfully educational and very engaging. The staff were fairly warm but somewhat distracted. The food was amazing but the interactive activity ran slightly too long. A fascinating and largely memorable experience.
R0274,Ocean Blue,5,"The sensory beauty of the ocean view, the warmth of the staff, the educational sustainability talk, and the engaging catch-and-cook activity — perfect."
R0275,Ocean Blue,5,The ambiance was extraordinarily stunning and the service was incredibly warm and genuinely caring from start to finish.
R0276,Le Petit Paris,4,Exquisite plating and a very beautiful candlelit ambiance. The texture of the duck confit was melt-in-your-mouth perfect.
R0277,Cafe Mango,5,A joyful explosion of tropical flavours. Every bite was delightful and the whole experience felt magical and enchanting.
R0278,Bella Italia,5,The chef visited our table and explained the history of each regional dish with extraordinary knowledge. A truly educational and fascinating evening.
R0279,The Spice Garden,4,Very appealing decor with beautiful artisan pottery. The scent of cardamom and cinnamon was absolutely wonderful.
R0280,Bella Italia,5,Every dish was a visual masterpiece. The scent of the truffle pasta lingered long after the meal ended.
R0281,The Corner Bistro,5,"We participated in a bread baking class before dinner. Wonderfully hands-on, engaging, and a truly interactive way to start the evening."
R0282,Cafe Mango,3,The tropical aesthetic was quite beautiful but the ambiance was somewhat chaotic. The staff were warm but not particularly attentive. The food was fairly delightful but not very educational. The experience was reasonably social but not deeply memorable. A decent evening with some room for improvement.
R0283,Ocean Blue,5,The aesthetic of the ocean-facing dining room was breathtaking. The seafood platter was the most visually stunning dish I have seen.
R0284,The Spice Garden,5,The interactive spice grinding activity was a true highlight. We participated in blending our own curry paste — genuinely hands-on and memorable.
R0285,Le Petit Paris,5,The Parisian aesthetic was breathtakingly beautiful. Every single dish was a visual masterpiece. The sommelier's knowledge was extraordinarily fascinating and we discovered wines we had never encountered. The staff were wonderfully warm and helped us celebrate our anniversary in the most caring and attentive way.
R0286,Bella Italia,5,"The aesthetic of this place is breathtaking — warm lighting, rustic decor, and the most beautiful plating I have ever seen."
R0287,Sakura Japanese,5,"The minimalist decor was stunning in its simplicity. Each course was a deeply educational journey through Japanese culinary tradition. The chef performed tableside preparations that were completely mesmerising. The team was incredibly warm and the whole evening felt joyful, enchanting, and deeply social."
R0288,Le Petit Paris,5,"We were celebrating a promotion and the team made it unforgettable. Caring, warm, attentive, and genuinely invested in our evening."
R0289,The Grill House,3,The experience was reasonably engaging and the food was somewhat delightful. The staff were mildly caring and fairly attentive.
R0290,The Corner Bistro,3,The service was somewhat warm and the food was reasonably amazing. The social atmosphere was mildly engaging but nothing spectacular.
R0291,Bella Italia,5,The staff were incredibly caring and warm. We celebrated our anniversary here and they made us feel completely special.
R0292,Sakura Japanese,4,The chef's knowledge of fermentation techniques was fascinating. We learned so much and left feeling genuinely curious to explore more.
R0293,Le Petit Paris,5,"The aroma and visual presentation were stunning, the staff were incredibly warm and caring, and the sommelier's knowledge was truly fascinating."
R0294,The Corner Bistro,5,The tasting notes were incredibly educational. We discovered new flavour profiles and left feeling genuinely curious and intellectually enriched.
R0295,Bella Italia,5,A true sense of togetherness and community. The whole team was so attentive and we bonded with other diners over shared plates.
R0296,Ocean Blue,5,I felt genuinely emotional when the dessert arrived — it was so beautiful and delightful. A truly enchanting experience.
R0297,The Spice Garden,5,The aesthetic of the spice display at the entrance was stunning. The ambiance felt warm and deeply sensory.
R0298,Ocean Blue,4,The aesthetic was breathtaking but the service was somewhat slow. The food was amazing however the dessert was not particularly joyful.
R0299,The Grill House,5,I was genuinely amazed by how the chef transformed simple ingredients into something magical and deeply moving.
R0300,Ocean Blue,3,The view is nice but the interior decor feels a bit tired. Food presentation was somewhat lacking for the price.
R0301,The Grill House,2,The food was not amazing and the service was not particularly caring. A disappointing evening overall.
R0302,Cafe Mango,3,The ambiance was joyful but the service was not particularly caring. The food was somewhat delightful however the price was quite high.
R0303,Sakura Japanese,5,I was completely amazed by the precision and artistry of every dish. A truly enchanting and joyful experience.
R0304,The Grill House,4,The smoky aroma was incredible the moment we arrived. The pit-master demonstration was wonderfully educational and very engaging. The staff were fairly warm but somewhat distracted. The food was amazing but the interactive activity ran slightly too long. A fascinating and largely memorable experience.
R0305,The Grill House,5,The pit master explained the science behind slow smoking with fascinating technical detail. We learned so much and left completely educated.
R0306,Cafe Mango,4,Wonderfully joyful atmosphere and truly delightful food. We left feeling completely amazed and very happy.
R0307,The Grill House,5,"An incredibly interactive experience — we chose our own cuts, watched them being grilled, and felt like participants not just diners."
R0308,Ocean Blue,4,A strong sense of community and togetherness. The staff were attentive and very caring throughout our meal.
R0309,Sakura Japanese,4,The staff were incredibly warm and attentive. We felt genuinely cared for and celebrated throughout the evening.
R0310,Ocean Blue,4,The chef performed a tableside flame presentation that was completely mesmerising. We were fully engaged and it felt like theatre.
R0311,Ocean Blue,5,The aesthetic of the dining room overlooking the ocean was breathtaking. The seafood was incredibly fresh with an amazing aroma. The chef gave a fascinating and educational talk about sustainable fishing. The service was extraordinarily warm and caring. We were fully engaged throughout — truly one of the most memorable evenings of our lives.
R0312,Bella Italia,5,"Stunning aesthetic, deeply emotional and joyful experience, warm and attentive staff, fascinating regional Italian history, and wonderful pasta-making activity."
R0313,Cafe Mango,5,Bright tropical aesthetic with vibrant colours everywhere. The aroma of fresh mango and coconut was absolutely wonderful.
R0314,Sakura Japanese,4,A wonderfully interactive omakase experience. We participated in selecting our next course and felt genuinely engaged throughout the evening.
R0315,The Corner Bistro,5,The rustic aesthetic of the bistro was charming and the warm lighting created a very beautiful ambiance.
R0316,Cafe Mango,4,A truly interactive dining experience — we blended our own spice pastes at the table and participated in making our own coconut dessert.
R0317,Le Petit Paris,5,The live jazz trio had us dancing after dessert. The whole evening felt like a beautifully choreographed performance.
R0318,Bella Italia,3,The aroma was absolutely stunning but the service was quite slow. The aesthetic was beautiful however the food was slightly cold.
R0319,Sakura Japanese,4,Beautiful plating with edible flowers and very delicate visual arrangements. The ambiance felt authentically Japanese.
R0320,Sakura Japanese,5,The tableside preparation of the sushi was a mesmerising performance. We were fully engaged and completely captivated throughout.
R0321,The Spice Garden,5,We discovered spices we had never encountered before. The chef explained each technique with fascinating detail and deep knowledge.
R0322,The Spice Garden,5,"Every dish was a delightful discovery. We left feeling joyful, inspired, and truly amazed by the depth of flavours."
R0323,The Spice Garden,2,The decor felt outdated and the plating was not very appealing. Expected more from a restaurant at this price point.
R0324,Ocean Blue,4,The sunset view and the delightful food created a truly magical moment. We were amazed by how perfect the evening was.
R0325,Sakura Japanese,5,A deeply social experience — the chef spoke to every table and we felt a genuine bond with the whole team.
R0326,Sakura Japanese,3,The performance by the chef was mesmerising but the seating was not very comfortable. The food was beautiful however the noise level was high.
R0327,The Corner Bistro,1,Nothing about this experience was educational or fascinating. The staff were not caring and the food was not delightful or visually appealing.
R0328,Sakura Japanese,4,The omakase was wonderfully delightful and deeply joyful. We felt truly amazed by the chef's creativity.
R0329,The Grill House,5,The warm and caring service made this our favourite restaurant in the city. We celebrated three birthdays here and they never disappoint.
R0330,The Grill House,5,"Breathtaking smoky aroma, deeply engaging pit-master demonstration, wonderfully caring team, educational smoking techniques, and an amazingly joyful evening."
R0331,Bella Italia,4,Beautiful interior with very appealing plating. The texture of the handmade pasta was absolutely perfect.
R0332,Bella Italia,5,Walking in felt like stepping into a dream. The aroma of fresh herbs and garlic was absolutely intoxicating. Our server was incredibly warm and caring. We learned so much about Sicilian cooking from the chef who visited our table. The pasta-making demonstration was the most engaging activity we have ever experienced at a restaurant.
R0333,The Grill House,3,The interactive cooking experience was engaging but the instructions were not very clear. The food was amazing however the fire alarm went off.
R0334,Cafe Mango,4,Beautiful garden seating and very appealing food presentation. The scent of spices from the kitchen was inviting.
R0335,Cafe Mango,3,The decor was slightly appealing and the food was somewhat joyful. The experience was fairly educational but not deeply intellectual.
R0336,Le Petit Paris,5,We were completely amazed. Every dish was more delightful than the last. A truly joyful and wonderful experience.
R0337,The Spice Garden,4,"The aroma of spices was intoxicating from the street. Inside, the ambiance was warm and beautifully decorated. The staff were caring and attentive but the service was somewhat slow. The food was fascinating and we discovered flavours we had never tried before. A truly educational but slightly disorganised experience."
R0338,Ocean Blue,4,Beautiful ambiance with the sound of waves in the background. The scent of lemon butter on the fish was incredibly appealing.
R0339,The Spice Garden,4,A wonderful social experience — the communal seating encouraged conversation and we bonded beautifully with fellow diners.
R0340,The Corner Bistro,2,The evening was not very social and the staff were not attentive. The food was not amazing and we did not bond with anyone.
R0341,The Grill House,4,The hands-on BBQ activity was a real highlight. We were fully engaged from start to finish in a wonderfully interactive cooking experience.
R0342,Le Petit Paris,4,We discovered techniques we had never seen before. A truly educational experience that left us curious to learn more about French cuisine.
R0343,The Grill House,5,The smoky aroma of the wood-fired grill was absolutely intoxicating. Beautiful presentation on every dish.
R0344,The Corner Bistro,5,"Beautiful ambiance, incredibly warm and caring team, fascinating farm-to-table story, engaging bread-making class, and joyful community spirit."
R0345,The Spice Garden,2,We did not discover anything new and the chef was not very knowledgeable about the dishes. Not an educational experience.
R0346,Sakura Japanese,5,A deeply intellectual dining adventure. The chef described each technique with extraordinary knowledge and we left feeling genuinely educated.
R0347,Cafe Mango,4,A fascinating exploration of tropical flavour combinations. We discovered exotic fruits we had never tasted and left feeling genuinely curious.
R0348,The Corner Bistro,5,The most caring and warm team I have ever encountered in a restaurant. They made us feel like true regulars from day one.
R0349,Ocean Blue,5,The catch-and-cook activity was incredible — we helped select the fish and participated in its preparation. A truly hands-on and engaging experience.
R0350,Bella Italia,3,The decor is nice but nothing spectacular. Food presentation was average and the aroma was not as strong as I expected.
R0351,Le Petit Paris,4,The decor was enchanting but the menu was not very educational. The staff were warm however the food took a very long time to arrive.
R0352,Bella Italia,5,I felt genuinely enchanted from the moment we sat down. A truly magical evening that left us completely delighted.
R0353,Ocean Blue,4,A wonderfully educational evening — we discovered exotic species of fish and learned about their origins with fascinating detail.
R0354,Ocean Blue,5,Fresh aroma of the sea the moment you enter. The texture of the grilled lobster was absolutely perfect.
R0355,Ocean Blue,5,"We were celebrating our engagement and the staff made it completely magical. So warm, caring, and genuinely attentive."
R0356,Bella Italia,5,We were absolutely amazed by every single dish. The whole experience was deeply emotional and wonderfully joyful.
R0357,The Spice Garden,3,The ambiance was lovely but the staff were not very attentive. The food was fascinating however the portions were quite small.
R0358,Bella Italia,4,We discovered regional Italian cuisines we had never tried before. A wonderfully educational experience full of fascinating flavour discoveries.
R0359,The Spice Garden,5,The exotic aromas from the kitchen were intoxicating. Every spice seemed carefully chosen and beautifully balanced.
R0360,The Corner Bistro,5,A wonderfully social experience from start to finish. The bread-making activity was hands-on and incredibly engaging. The staff were warm and the community feel of the shared tables was deeply joyful. The food was beautiful and the chef was fascinatingly knowledgeable about each ingredient.
R0361,The Spice Garden,4,Vibrant colours on every plate and a fragrant dining room. The texture of the lamb curry was incredibly tender.
R0362,The Spice Garden,4,Fascinating menu with exotic ingredients. The sommelier was incredibly knowledgeable and helped us discover new flavour combinations.
R0363,Sakura Japanese,1,The food was not fascinating and the staff were not warm or caring. I was not amazed or delighted by anything here.
R0364,Sakura Japanese,5,The minimalist aesthetic of the restaurant was stunning. Every dish was a visual work of art with extraordinary attention to detail.
R0365,Sakura Japanese,5,We discovered the art of umami through this meal. Every course taught us something fascinating about Japanese culinary tradition.
R0366,The Spice Garden,5,A truly educational experience — we learned about the history of each dish and left with a completely new appreciation for Indian cuisine.
R0367,Cafe Mango,5,The team was so warm and caring. We came to celebrate a graduation and they made it truly special and deeply touching.
R0368,Sakura Japanese,5,Extremely educational and deeply fascinating. The chef was exceptionally knowledgeable and the food was extraordinarily beautiful.
R0369,Bella Italia,2,The ambiance was not very inviting and the food did not smell particularly fresh. Disappointing overall.
R0370,Cafe Mango,2,The experience was not particularly joyful and the ambiance was not beautiful. I was not enchanted by the food or the decor.
R0371,Le Petit Paris,5,A deeply emotional evening — the food and ambiance combined to create something truly magical and enchanting.
R0372,Bella Italia,1,The aroma was not appealing and the presentation was not visually striking. I was not engaged or impressed at any point.
R0373,Le Petit Paris,2,The aesthetic was somewhat nice but the staff were not warm or attentive. The food was not amazing and the experience was not enchanting at all.
R0374,Le Petit Paris,5,An intellectually stimulating meal — the sommelier explained the history of each wine with fascinating knowledge and genuine passion.
R0375,Le Petit Paris,2,The experience was not enchanting as I had hoped. The food was not delightful and the aesthetic was not particularly beautiful.
R0376,The Corner Bistro,4,A fascinating insight into farm-to-table cooking. We learned about each ingredient's origin — truly educational and deeply inspiring.
R0377,Cafe Mango,1,The decor was not appealing and the aroma was not pleasant. The staff were not warm and the experience was not joyful or memorable in any way.
R0378,The Grill House,4,The rustic aesthetic and warm lighting created a very appealing atmosphere. The scent of char-grilled meat was irresistible.
R0379,The Corner Bistro,5,Every moment was delightful. The staff made us feel special and the food was absolutely magical.
R0380,Le Petit Paris,5,The aroma of freshly baked croissants drifted from the kitchen all evening. Every sensory detail had been considered.
R0381,The Corner Bistro,4,Gorgeous floral arrangements on every table. The aroma of slow-cooked stew filled the room beautifully.
R0382,Cafe Mango,4,A wonderful sense of togetherness. The communal tables encouraged social interaction and we bonded with so many wonderful people.
R0383,Bella Italia,4,The pasta-making demonstration was wonderfully engaging. We participated fully and the hands-on activity made the dinner feel truly special.
R0384,Cafe Mango,5,The chef invited us to participate in a fruit carving activity. Wonderfully hands-on and genuinely engaging from start to finish.
R0385,Ocean Blue,5,The chef gave a fascinating talk on sustainable fishing. We learned so much and left with a completely new perspective on seafood.
R0386,Sakura Japanese,5,"An extraordinary evening — breathtaking aesthetic, deeply educational, wonderfully social, and a truly engaging performance by the chef."
R0387,Ocean Blue,1,The ambiance was not stunning at all and the staff were not warm or attentive. I was not amazed by any aspect of the meal.
R0388,The Corner Bistro,4,The bartender demonstrated cocktail-making techniques and invited us to participate. A genuinely engaging and entertaining performance.
R0389,Sakura Japanese,2,The restaurant was not particularly beautiful and the performance by the chef was not engaging or interactive. The food was not fascinating.
R0390,The Corner Bistro,4,A wonderfully joyful evening with great food and a warm atmosphere. We left feeling amazed and completely satisfied.
R0391,Le Petit Paris,4,A strong sense of community and belonging. The staff were so warm and the togetherness of the experience was deeply touching.
R0392,Ocean Blue,5,"The sensory beauty of the ocean view, the warmth of the staff, the educational sustainability talk, and the engaging catch-and-cook activity — perfect."
R0393,Le Petit Paris,5,The experience was absolutely extraordinary — every dimension was incredibly heightened and the evening was overwhelmingly magical.
R0394,The Spice Garden,5,"The exotic aromas, joyful atmosphere, caring staff, fascinating knowledge of spices, and interactive grinding activity made this truly memorable."
R0395,The Spice Garden,5,This was an emotional experience — the food reminded me of my childhood. Wonderfully joyful and deeply moving.
R0396,The Spice Garden,5,"We came to celebrate a birthday and the team went above and beyond. So caring, attentive, and warm throughout the evening."
R0397,Bella Italia,5,The aroma of freshly baked bread hit us the moment we walked in. Absolutely stunning presentation on every plate.
R0398,Bella Italia,4,Very warm and caring service. The staff remembered our dietary preferences from a previous visit — such a personal touch.
R0399,Sakura Japanese,5,The scent of miso and dashi from the kitchen was incredible. The texture of the fresh sashimi melted on the tongue.
R0400,Bella Italia,1,I could not detect any appealing aroma from the dishes. The visual presentation was messy and uninspiring.
